experiment_id,seed,Heavy_C_accuracy,Heavy_C_class1_f1,Heavy_C_class1_recall,Heavy_K_accuracy,Heavy_K_class1_f1,Heavy_K_class1_recall,Heavy_M_accuracy,Heavy_M_class1_f1,Heavy_M_class1_recall,Med_LM_C_accuracy,Med_LM_C_class1_f1,Med_LM_C_class1_recall,Med_LM_K_accuracy,Med_LM_K_class1_f1,Med_LM_K_class1_recall,Med_RD_C_accuracy,Med_RD_C_class1_f1,Med_RD_C_class1_recall,Med_RD_K_accuracy,Med_RD_K_class1_f1,Med_RD_K_class1_recall,Med_RD_M_accuracy,Med_RD_M_class1_f1,Med_RD_M_class1_recall,Small_C_accuracy,Small_C_class1_f1,Small_C_class1_recall,Small_K_accuracy,Small_K_class1_f1,Small_K_class1_recall,Small_M_accuracy,Small_M_class1_f1,Small_M_class1_recall,accuracy_C,accuracy_F,accuracy_K,accuracy_M,avg_accuracy,global_c0_fp,mean_average_precision,mean_brier_mc_mean,mean_cross_entropy_mc_mean,mean_ece_mc_mean_10bin,performance_gate_failure_count,performance_gate_passed,small_c0_fp,small_k0_fp
A13_with_label_confidence,42,93.01879028939788,89.07490877870788,85.3558206499383,91.2632012069675,75.02986857825566,79.29292929292929,99.36908517350159,85.16129032258064,88.59060402684564,88.623557821304,75.08813160987076,63.26732673267327,91.34692782398713,69.53685583822569,68.68556701030928,77.20298710115411,70.74403206133472,56.57748049052397,86.93822131704006,77.61521580102414,79.95478522984175,96.59198913781398,52.6829268292683,53.20197044334976,94.17594352430085,61.31650135256989,54.400000000000006,96.68748303013848,38.69346733668341,26.643598615916954,94.21667119196307,83.21645628798503,85.74181117533719,88.244673632786,95.53535079386619,91.55923463156466,97.18075722621793,93.13000407110869,2.2393822393822393,0.8936990998209217,0.011812993208877742,0.14831561082974076,0.0033168225164370013,8.0,0.0,2.1361815754339117,0.45216899816306344
A18_exact_class1_floor_calibration,42,93.0050747496914,89.0745501285347,85.52036199095022,90.39912220545878,72.8555917480999,84.72222222222221,99.35536963379509,84.98402555910543,89.26174496644296,88.623557821304,75.08813160987076,63.26732673267327,87.6173866380467,63.50844277673545,87.24226804123711,77.20298710115411,70.74403206133472,56.57748049052397,84.58927359131026,73.57579658834888,86.13413715146947,93.90359809911745,44.980940279542565,87.192118226601,94.17594352430085,61.31650135256989,54.400000000000006,96.68748303013848,38.69346733668341,26.643598615916954,94.21667119196307,83.21645628798503,85.74181117533719,88.24128104220382,95.53535079386619,89.81544307233003,96.50563170036641,92.52442665219161,2.2393822393822393,0.8936990998209217,0.011812993208877742,0.14831561082974076,0.0033168225164370013,5.0,0.0,2.1361815754339117,0.45216899816306344
